open_time_utc,open_time_ms,spot_open,spot_high,spot_low,spot_close,index_open,index_high,index_low,index_close,deviation_bp,tier
2026-01-01 15:30:00,1767281400000,88007.12,88113.45,87944.95,88032.18,88002.105,88098.39586957,87948.17956522,88033.93891304,-0.3672122875042483,REJECT
2026-01-01 16:00:00,1767283200000,88032.17,88048.7,87879.03,87954.34,88033.93021739,88046.91891304,87882.42304348,87948.76413043,-0.38608897689584865,REJECT
2026-01-01 16:30:00,1767285000000,87954.34,87992.37,87940.52,87988.76,87948.7576087,87990.92521739,87939.96891304,87990.92521739,0.06266626732198688,REJECT
2026-01-01 17:00:00,1767286800000,87988.77,88272.0,87976.0,88255.49,87990.93891304,88266.09847826,87978.72913043,88257.07304348,-0.31020343860155286,REJECT
2026-01-01 17:30:00,1767288600000,88255.48,88500.0,88255.48,88316.37,88257.06869565,88489.27304348,88257.06869565,88315.61673913,-0.18000775161453042,REJECT
2026-01-01 18:00:00,1767290400000,88316.38,88364.0,88105.08,88105.08,88315.94934783,88359.16434783,88112.1926087,88112.1926087,-0.8072218485799532,REJECT
2026-01-01 18:30:00,1767292200000,88105.08,88213.22,88105.08,88193.94,88112.19913043,88211.86630435,88107.4173913,88194.8823913,-0.2652888223486638,REJECT
2026-01-01 19:00:00,1767294000000,88193.94,88193.95,88062.32,88166.75,88195.12434783,88195.38043478,88075.58978261,88166.93075,-1.5066356799586789,REJECT
2026-01-01 19:30:00,1767295800000,88166.75,88431.23,88166.75,88391.15,88166.92575,88426.1873913,88166.92575,88370.1723913,-0.01993377885201042,REJECT
2026-01-01 20:00:00,1767297600000,88391.16,88391.16,88307.27,88364.33,88371.37173913,88385.31304348,88311.4023913,88359.78826087,-0.4679340592605996,REJECT
2026-01-01 20:30:00,1767299400000,88364.33,88364.34,88240.0,88258.12,88359.85413043,88362.45326087,88247.45543478,88258.542,-0.8448328332266719,REJECT
2026-01-01 21:00:00,1767301200000,88258.12,88447.84,88254.08,88377.04,88258.5145,88440.14891304,88256.51695652,88380.1623913,-0.2761219912184032,REJECT
2026-01-01 21:30:00,1767303000000,88377.05,88398.06,88297.15,88377.67,88380.20543478,88395.93413043,88309.7895,88382.56975,-1.4312682740580396,REJECT
2026-01-01 22:00:00,1767304800000,88377.67,88594.62,88377.67,88532.74,88382.54975,88578.53130435,88382.54975,88543.05326087,-0.552116906992195,REJECT
2026-01-01 22:30:00,1767306600000,88532.74,88699.99,88429.1,88645.57,88543.05326087,88696.79717391,88437.89282609,88647.38913043,-0.9942374031102208,REJECT
2026-01-01 23:00:00,1767308400000,88645.57,88791.22,88474.63,88735.06,88647.39347826,88785.1973913,88480.9223913,88730.77086957,-0.711157968287246,REJECT
2026-01-01 23:30:00,1767310200000,88735.06,88919.45,88735.06,88839.04,88730.77086957,88917.7673913,88730.77086957,88838.44543478,0.48338703563244323,REJECT
2026-01-02 00:00:00,1767312000000,88839.05,88890.09,88594.39,88715.27,88838.44543478,88877.3473913,88596.24543478,88712.60021739,-0.20942589281203183,REJECT
2026-01-02 00:30:00,1767313800000,88715.26,88887.83,88650.34,88833.97,88712.55456522,88881.97630435,88650.18413043,88824.605,0.01758254328798614,REJECT
2026-01-02 01:00:00,1767315600000,88833.96,88877.12,88681.0,88690.0,88824.58978261,88868.17434783,88695.3276087,88695.39195652,-1.6153735587076667,REJECT
2026-01-02 01:30:00,1767317400000,88690.01,88710.48,88525.73,88639.89,88695.3876087,88707.41456522,88532.17695652,88639.82975,-0.7282049014978309,REJECT
2026-01-02 02:00:00,1767319200000,88639.89,88665.1,88379.88,88421.94,88639.82225,88661.26717391,88402.73217391,88425.75347826,-2.585007651690896,REJECT
2026-01-02 02:30:00,1767321000000,88421.95,88643.38,88412.35,88637.03,88425.75347826,88637.17369565,88417.1723913,88635.90521739,-0.5454134270044264,REJECT
2026-01-02 03:00:00,1767322800000,88637.02,88978.28,88573.64,88879.49,88635.90521739,88970.53065217,88576.55152174,88876.92065217,-0.3287011844532728,REJECT
2026-01-02 03:30:00,1767324600000,88879.49,89120.01,88844.01,88950.65,88876.875,89115.3823913,88853.23043478,88937.38673913,-1.0377152000984324,REJECT
2026-01-02 04:00:00,1767326400000,88950.64,88992.0,88692.83,88736.79,88938.31434783,88988.47217391,88693.88804348,88723.1526087,-0.11929158855616961,REJECT
2026-01-02 04:30:00,1767328200000,88736.79,88837.04,88629.0,88637.64,88725.71130435,88832.912,88637.7676087,88638.4126087,-0.9891504419090591,REJECT
2026-01-02 05:00:00,1767330000000,88637.64,88760.0,88583.52,88583.52,88638.28869565,88758.81217391,88585.26282609,88585.35369565,-0.1967399581359608,REJECT
2026-01-02 05:30:00,1767331800000,88583.53,88787.56,88576.56,88765.2,88585.36456522,88784.67695652,88578.50521739,88760.94630435,-0.21960377240892726,REJECT
2026-01-02 06:00:00,1767333600000,88765.21,88924.33,88715.44,88922.22,88760.94630435,88922.18869565,88732.72695652,88921.85630435,-1.9482052578490006,REJECT
2026-01-02 06:30:00,1767335400000,88922.22,89079.44,88920.26,88935.04,88921.85630435,89075.78782609,88920.44347826,88936.70043478,-0.020633979411766035,REJECT
2026-01-02 07:00:00,1767337200000,88935.05,89068.62,88862.38,88903.35,88936.70043478,89060.705,88879.845,88902.35304348,-1.9650124277326153,REJECT
2026-01-02 07:30:00,1767339000000,88903.35,88921.12,88794.01,88857.61,88902.30956522,88919.5726087,88848.7045,88860.00978261,-6.155914181057431,REJECT
2026-01-02 08:00:00,1767340800000,88857.6,89099.98,88758.94,89062.45,88860.00913043,89100.2423913,88812.74521739,89067.85043478,-6.058276574864019,REJECT
2026-01-02 08:30:00,1767342600000,89062.45,89200.0,89023.01,89178.13,89067.72,89187.44478261,89030.9926087,89178.24456522,-0.8966100979124203,REJECT
2026-01-02 09:00:00,1767344400000,89178.13,89326.66,89106.34,89167.77,89178.24456522,89317.55869565,89112.4223913,89178.6876087,-0.6825525708742397,REJECT
2026-01-02 09:30:00,1767346200000,89167.77,89484.06,89132.0,89467.32,89176.6073913,89471.31717391,89137.60043478,89463.09369565,-0.6282909515953339,REJECT
2026-01-02 10:00:00,1767348000000,89467.32,89942.44,89451.34,89596.61,89463.90021739,89929.6926087,89455.7326087,89604.35478261,-0.49103713891773815,REJECT
2026-01-02 10:30:00,1767349800000,89596.6,89755.0,89596.6,89666.29,89604.3526087,89751.88717391,89602.0623913,89659.42956522,-0.6096278538925137,REJECT
2026-01-02 11:00:00,1767351600000,89666.3,89682.04,89360.0,89366.57,89659.42956522,89678.41065217,89367.10347826,89372.23782609,-0.7948649988109846,REJECT
2026-01-02 11:30:00,1767353400000,89366.58,89574.0,89366.58,89502.95,89372.35521739,89567.55369565,89372.35521739,89503.50625,-0.6461972917626291,REJECT
2026-01-02 12:00:00,1767355200000,89502.94,89593.17,89387.01,89462.68,89503.50625,89590.45586957,89390.29225,89464.10282609,-0.3671819296469092,REJECT
2026-01-02 12:30:00,1767357000000,89462.67,89551.5,89400.0,89400.0,89464.10717391,89552.2315,89405.21934783,89405.21934783,-0.583785585235308,REJECT
2026-01-02 13:00:00,1767358800000,89400.0,89688.6,89382.96,89560.62,89405.22369565,89665.18956522,89388.35434783,89566.04108696,-0.603473223033113,REJECT
2026-01-02 13:30:00,1767360600000,89560.54,89580.0,89309.94,89348.68,89566.03673913,89579.00847826,89320.815,89343.48630435,-1.2175213582632516,REJECT
2026-01-02 14:00:00,1767362400000,89348.67,89387.58,88716.98,88900.01,89344.05108696,89383.02065217,88725.54043478,88909.595,-0.9648219371849454,REJECT
2026-01-02 14:30:00,1767364200000,88900.0,90135.0,88459.96,89580.0,88902.95891304,90081.75652174,88505.09978261,89588.75065217,-5.100246507927508,REJECT
2026-01-02 15:00:00,1767366000000,89580.01,89870.99,88800.0,89128.64,89586.76652174,89823.47652174,88824.73891304,89124.23717391,-2.7851377153176315,REJECT
2026-01-02 15:30:00,1767367800000,89128.63,89888.0,89066.0,89418.11,89124.29804348,89870.39695652,89077.70913043,89406.82717391,-1.314484908099267,REJECT
2026-01-02 16:00:00,1767369600000,89418.1,90179.12,89205.92,90055.85,89407.56565217,90148.64673913,89212.41065217,90066.13043478,-0.7275503623938029,REJECT
2026-01-02 16:30:00,1767371400000,90055.86,90800.0,89901.85,90376.05,90066.4576087,90765.79891304,89933.81065217,90376.97065217,-3.5537971690757786,REJECT
2026-01-02 17:00:00,1767373200000,90376.05,90961.81,90349.44,90604.51,90377.42934783,90937.43826087,90377.42934783,90583.8423913,-3.096940024955863,REJECT
2026-01-02 17:30:00,1767375000000,90604.5,90695.76,90185.43,90370.52,90590.71695652,90679.89086957,90205.2976087,90348.75173913,-2.2024880164117633,REJECT
2026-01-02 18:00:00,1767376800000,90370.52,90555.99,90231.82,90306.0,90357.40565217,90541.72021739,90232.17108696,90309.44021739,-0.038909288756494576,REJECT
2026-01-02 18:30:00,1767378600000,90305.99,90327.51,89552.18,89773.1,90307.74021739,90317.24434783,89566.41217391,89790.09065217,-1.589007928817221,REJECT
2026-01-02 19:00:00,1767380400000,89773.1,90157.03,89650.0,89960.01,89790.10804348,90148.73478261,89670.43086957,89959.33326087,-2.278439990961445,REJECT
2026-01-02 19:30:00,1767382200000,89960.01,90109.93,89864.59,89897.23,89959.41217391,90100.86782609,89868.0923913,89896.34369565,-0.38972578662921364,REJECT
2026-01-02 20:00:00,1767384000000,89897.23,90075.0,89799.6,89891.67,89897.0023913,90066.55413043,89802.59586957,89897.95630435,-0.3336061214020969,REJECT
2026-01-02 20:30:00,1767385800000,89891.66,89959.65,89636.77,89740.0,89896.56717391,89944.26565217,89633.83326087,89771.45217391,0.3276373466531979,REJECT
2026-01-02 21:00:00,1767387600000,89740.01,90023.85,89728.37,89983.31,89756.94630435,90000.86934783,89728.45413043,89985.0985,-0.009376114947778902,REJECT
2026-01-02 21:30:00,1767389400000,89983.31,90175.01,89875.5,90065.8,89985.90175,90149.62565217,89875.65130435,90070.89695652,-0.01683485435721721,REJECT
2026-01-02 22:00:00,1767391200000,90065.8,90347.74,90026.54,90130.88,90067.36217391,90302.22456522,90025.41065217,90127.22,0.12544767325151085,REJECT
2026-01-02 22:30:00,1767393000000,90130.87,90400.0,90056.67,90195.37,90127.21347826,90386.31847826,90061.11195652,90191.39978261,-0.4932158201809145,REJECT
2026-01-02 23:00:00,1767394800000,90195.37,90201.67,89933.96,89942.0,90191.34891304,90192.15434783,89933.8723913,89934.90652174,0.009741457549505839,REJECT
2026-01-02 23:30:00,1767396600000,89942.0,90026.58,89902.16,89995.13,89937.60304348,90015.95086957,89898.9073913,89990.35413043,0.36180736722846163,REJECT
2026-01-03 00:00:00,1767398400000,89995.14,90133.63,89966.48,90087.45,89990.28652174,90126.07173913,89962.6126087,90082.73956522,0.42988872686722246,REJECT
2026-01-03 00:30:00,1767400200000,90087.46,90195.77,90026.83,90156.19,90082.47217391,90189.44130435,90030.94543478,90150.65086957,-0.45711335809328624,REJECT
2026-01-03 01:00:00,1767402000000,90156.19,90231.92,90077.69,90079.95,90150.65086957,90231.42673913,90076.33130435,90081.67543478,0.15083825354977876,REJECT
2026-01-03 01:30:00,1767403800000,90079.95,90292.87,90079.93,90282.69,90081.67978261,90287.95304348,90080.15673913,90282.45695652,-0.025170818770403613,REJECT
2026-01-03 02:00:00,1767405600000,90282.68,90282.69,90129.53,90261.48,90282.45695652,90282.45695652,90135.74282609,90254.85847826,-0.6892744093756065,REJECT
2026-01-03 02:30:00,1767407400000,90261.47,90418.32,90243.72,90340.0,90254.85347826,90403.74565217,90240.18586957,90338.54630435,0.3916359874422959,REJECT
2026-01-03 03:00:00,1767409200000,90340.01,90361.5,90200.0,90218.43,90338.5376087,90357.43956522,90199.28978261,90219.43195652,0.0787386898193354,REJECT
2026-01-03 03:30:00,1767411000000,90218.42,90376.49,90200.0,90321.22,90219.44065217,90370.8876087,90201.95782609,90322.279,-0.2170491791075868,REJECT
2026-01-03 04:00:00,1767412800000,90321.23,90480.62,90240.07,90252.0,90322.2715,90460.45326087,90250.45869565,90259.27586957,-1.151096160633136,REJECT
2026-01-03 04:30:00,1767414600000,90252.0,90276.32,90053.53,90170.0,90259.27521739,90278.08695652,90064.49847826,90161.63086957,-1.2178470368817695,REJECT
2026-01-03 05:00:00,1767416400000,90170.01,90198.0,90015.73,90015.74,90161.63152174,90196.40043478,90018.15195652,90018.15195652,-0.2690520153281195,REJECT
2026-01-03 05:30:00,1767418200000,90015.74,90050.0,89924.48,90031.1,90017.5323913,90044.96956522,89928.89521739,90029.31217391,-0.49096760049494037,REJECT
2026-01-03 06:00:00,1767420000000,90031.1,90134.6,89974.92,89978.01,90029.30130435,90132.52282609,89977.40869565,89980.77826087,-0.2765911672797383,REJECT
2026-01-03 06:30:00,1767421800000,89978.01,90039.78,89850.1,89871.05,89980.68043478,90035.45108696,89853.55934783,89881.51782609,-0.38499841910621946,REJECT
2026-01-03 07:00:00,1767423600000,89871.04,89950.88,89412.01,89416.0,89880.71956522,89940.05913043,89419.1523913,89419.1523913,-0.7987540822074202,REJECT
2026-01-03 07:30:00,1767425400000,89415.99,89591.38,89314.01,89577.13,89419.1523913,89583.93673913,89329.85869565,89577.30173913,-1.7741767289702892,REJECT
2026-01-03 08:00:00,1767427200000,89577.13,89825.02,89420.75,89733.07,89577.47130435,89799.8073913,89430.65869565,89729.56434783,-1.1079752508269536,REJECT
2026-01-03 08:30:00,1767429000000,89733.07,89831.9,89650.0,89670.51,89729.62304348,89826.57282609,89659.4223913,89669.96565217,-1.0509092127408692,REJECT
2026-01-03 09:00:00,1767430800000,89670.51,89846.15,89634.95,89810.01,89669.23521739,89833.08304348,89639.87891304,89806.52108696,-0.5498571729201096,REJECT
2026-01-03 09:30:00,1767432600000,89810.0,89982.11,89768.0,89791.99,89806.49717391,89961.77065217,89781.15195652,89791.94521739,-1.464890596009072,REJECT
2026-01-03 10:00:00,1767434400000,89792.0,89835.99,89715.21,89797.01,89791.94956522,89797.11413043,89714.25978261,89785.9223913,0.10591598172959849,REJECT
2026-01-03 10:30:00,1767436200000,89797.0,89881.1,89750.0,89754.47,89785.92673913,89870.79804348,89751.70108696,89753.96065217,-0.18953255920495238,REJECT
2026-01-03 11:00:00,1767438000000,89754.48,89772.0,89679.14,89724.26,89753.94326087,89768.21782609,89680.85326087,89723.2825,-0.19103976018342017,REJECT
2026-01-03 11:30:00,1767439800000,89724.26,89782.81,89695.0,89752.74,89723.2825,89775.42565217,89697.49,89754.75869565,-0.2775997410853215,REJECT
2026-01-03 12:00:00,1767441600000,89752.75,89795.59,89664.93,89795.59,89753.9773913,89790.04065217,89667.1026087,89790.0276087,-0.24229719002955008,REJECT
2026-01-03 12:30:00,1767443400000,89795.58,90046.0,89751.74,90039.13,89790.02826087,90028.68195652,89750.3945,90028.68195652,0.14991577558021163,REJECT
2026-01-03 13:00:00,1767445200000,90039.12,90065.74,89920.01,89967.14,90028.6623913,90054.41978261,89921.87125,89969.50282609,-0.2069852388664195,REJECT
2026-01-03 13:30:00,1767447000000,89967.14,90049.29,89950.0,90004.96,89969.56478261,90042.85934783,89948.78891304,90004.177,0.13464183060474255,REJECT
2026-01-03 14:00:00,1767448800000,90004.97,90249.99,89960.0,90192.1,90004.17775,90231.10956522,89963.74804348,90185.58173913,-0.4166170887165421,REJECT
2026-01-03 14:30:00,1767450600000,90192.1,90240.01,90062.0,90126.02,90185.15847826,90225.7026087,90069.96478261,90119.29391304,-0.8842884117055139,REJECT
2026-01-03 15:00:00,1767452400000,90126.02,90126.02,89980.36,90073.68,90119.29826087,90119.54021739,89978.15065217,90074.555,0.2455427027547863,REJECT
2026-01-03 15:30:00,1767454200000,90073.67,90121.01,89968.0,89969.31,90072.91586957,90115.15847826,89967.78434783,89967.82130435,0.02396993229902833,REJECT
2026-01-03 16:00:00,1767456000000,89969.31,90089.01,89918.59,90053.54,89968.465,90076.96565217,89926.98695652,90056.2176087,-0.9337526813912866,REJECT
2026-01-03 16:30:00,1767457800000,90053.54,90219.67,90053.53,90105.24,90056.21326087,90215.14521739,90056.11282609,90104.79913043,-0.28680186263341234,REJECT
2026-01-03 17:00:00,1767459600000,90105.24,90123.77,90026.93,90066.02,90104.80347826,90124.87275,90032.33543478,90066.07475,-0.6003881554228485,REJECT
2026-01-03 17:30:00,1767461400000,90066.01,90121.98,90066.01,90093.99,90066.07475,90118.55108696,90066.07475,90094.28125,-0.007189166418841708,REJECT
2026-01-03 18:00:00,1767463200000,90094.0,90197.88,90035.52,90178.63,90094.28275,90189.33673913,90038.03478261,90171.40043478,-0.2793022544389512,REJECT
2026-01-03 18:30:00,1767465000000,90178.63,90189.99,90125.05,90138.87,90171.40043478,90189.485,90125.32978261,90142.83347826,-0.0310437266271002,REJECT
2026-01-03 19:00:00,1767466800000,90138.87,90151.99,90060.0,90151.98,90142.83347826,90146.9523913,90061.34804348,90146.91347826,-0.14968057988062888,REJECT
2026-01-03 19:30:00,1767468600000,90151.98,90156.19,90111.0,90123.77,90146.91282609,90151.35369565,90111.95125,90121.22434783,-0.10556313416842933,REJECT
2026-01-03 20:00:00,1767470400000,90123.76,90123.77,90017.23,90123.76,90121.21130435,90123.9055,90024.15086957,90123.9055,-0.7687792112620606,REJECT
2026-01-03 20:30:00,1767472200000,90123.76,90372.4,90123.76,90372.39,90123.9105,90369.50586957,90123.8905,90369.36630435,-0.014480067301869681,REJECT
2026-01-03 21:00:00,1767474000000,90372.4,90484.3,90318.29,90473.22,90369.36630435,90480.865,90335.58478261,90469.65913043,-1.9145038637469192,REJECT
2026-01-03 21:30:00,1767475800000,90473.23,90741.16,90464.18,90564.31,90469.65543478,90725.79369565,90465.88065217,90557.11173913,-0.18798824018007032,REJECT
2026-01-03 22:00:00,1767477600000,90564.32,90738.99,90497.52,90621.01,90557.10521739,90728.18347826,90497.675,90627.00891304,-0.017127511838799236,REJECT
2026-01-03 22:30:00,1767479400000,90621.01,90716.97,90510.0,90590.04,90628.36043478,90704.01152174,90507.46934783,90591.68608696,0.2796069968846737,REJECT
2026-01-03 23:00:00,1767481200000,90590.04,90679.04,90469.39,90634.58,90591.84913043,90675.69956522,90476.97391304,90628.05630435,-0.8382147094454506,REJECT
2026-01-03 23:30:00,1767483000000,90634.59,90700.0,90614.22,90628.01,90631.11717391,90691.13978261,90617.54173913,90630.362,-0.36656689932690334,REJECT
2026-01-04 00:00:00,1767484800000,90628.01,91610.17,90628.0,91098.32,90630.367,91505.31478261,90630.35875,91107.20521739,-0.26026047259763985,REJECT
2026-01-04 00:30:00,1767486600000,91098.32,91461.53,91059.03,91341.47,91107.24652174,91438.31565217,91068.28,91342.23173913,-1.0157213905870321,REJECT
2026-01-04 01:00:00,1767488400000,91341.48,91475.52,91102.24,91132.01,91342.18217391,91457.28630435,91109.10086957,91131.62869565,-0.7530388846466174,REJECT
2026-01-04 01:30:00,1767490200000,91132.01,91254.99,91005.37,91235.37,91131.58043478,91247.1873913,91010.04652174,91236.07630435,-0.5138467585430462,REJECT
2026-01-04 02:00:00,1767492000000,91235.37,91292.0,91108.03,91207.6,91236.0776087,91287.9723913,91109.28826087,91207.826,-0.13810456584884,REJECT
2026-01-04 02:30:00,1767493800000,91207.6,91266.99,91080.06,91124.0,91207.829,91266.58934783,91092.10275,91127.15456522,-1.3220410591530118,REJECT
2026-01-04 03:00:00,1767495600000,91124.0,91350.0,91123.99,91168.07,91127.15521739,91336.83826087,91126.53934783,91160.72347826,-0.27975909633326523,REJECT
2026-01-04 03:30:00,1767497400000,91168.07,91337.26,91080.06,91236.78,91161.89717391,91329.12913043,91089.00521739,91239.51326087,-0.9820304183427719,REJECT
2026-01-04 04:00:00,1767499200000,91236.78,91497.0,91183.15,91376.01,91239.46913043,91486.19065217,91190.63456522,91382.88478261,-0.8207602958010263,REJECT
2026-01-04 04:30:00,1767501000000,91376.01,91587.72,91362.01,91400.0,91380.51021739,91577.95956522,91369.78282609,91398.26391304,-0.8506998538893029,REJECT
2026-01-04 05:00:00,1767502800000,91400.01,91475.62,91348.31,91460.01,91398.26826087,91472.84934783,91354.55695652,91459.83847826,-0.683814439926822,REJECT
2026-01-04 05:30:00,1767504600000,91460.0,91490.68,91360.72,91480.04,91459.84717391,91489.29065217,91363.47065217,91483.98521739,-0.30106695272924533,REJECT
2026-01-04 06:00:00,1767506400000,91480.04,91810.0,91451.15,91544.14,91483.97217391,91773.96913043,91457.41565217,91554.36804348,-0.6850895715049266,REJECT
2026-01-04 06:30:00,1767508200000,91544.13,91609.39,91237.54,91237.55,91551.89630435,91604.05956522,91241.23717391,91241.23717391,-0.40520865614346313,REJECT
2026-01-04 07:00:00,1767510000000,91237.54,91378.87,91211.25,91308.0,91241.24152174,91378.81065217,91220.5626087,91307.44326087,-1.020889197970165,REJECT
2026-01-04 07:30:00,1767511800000,91308.0,91546.31,91307.99,91532.0,91307.58956522,91532.27673913,91307.58891304,91528.75152174,0.043927012505218244,REJECT
2026-01-04 08:00:00,1767513600000,91532.0,91536.0,91174.46,91234.36,91528.76891304,91533.78195652,91190.99173913,91235.01326087,-1.8128697599084642,REJECT
2026-01-04 08:30:00,1767515400000,91234.35,91436.42,91234.35,91374.99,91235.01326087,91431.00804348,91234.9073913,91373.44934783,-0.061094082948187634,REJECT
2026-01-04 09:00:00,1767517200000,91374.99,91446.0,91244.29,91314.36,91373.47108696,91440.79425,91253.481,91313.78521739,-1.0071944543144085,REJECT
2026-01-04 09:30:00,1767519000000,91314.36,91485.21,91314.36,91468.28,91313.69391304,91477.30391304,91313.69391304,91458.3026087,0.07294491455311913,REJECT
2026-01-04 10:00:00,1767520800000,91468.28,91604.51,91422.67,91480.0,91458.29543478,91586.94043478,91430.06217391,91479.6925,-0.8085058386975152,REJECT
2026-01-04 10:30:00,1767522600000,91480.0,91620.5,91478.32,91600.62,91479.7525,91616.36695652,91478.7905,91600.81369565,-0.05143268701157666,REJECT
2026-01-04 11:00:00,1767524400000,91600.62,91600.62,91332.01,91380.58,91600.81369565,91600.82456522,91345.7773913,91381.423,-1.5071732589266862,REJECT
2026-01-04 11:30:00,1767526200000,91380.58,91448.69,91236.19,91300.0,91381.423,91441.8276087,91244.37,91302.20652174,-0.8964936685951219,REJECT
2026-01-04 12:00:00,1767528000000,91300.01,91341.13,91201.12,91341.13,91304.22173913,91341.1135,91208.19347826,91340.11975,-0.7755310121004833,REJECT
2026-01-04 12:30:00,1767529800000,91341.12,91360.0,91084.0,91150.98,91340.12225,91359.48434783,91098.62065217,91151.02086957,-1.604925745891661,REJECT
2026-01-04 13:00:00,1767531600000,91150.99,91219.54,91014.1,91191.16,91151.04413043,91208.36152174,91032.38608696,91188.73195652,-2.0087452110206794,REJECT
