minute_utc,minute_ms,anchor_source,anchor_price,prev_spot_close,prev_index_close,prev_gap_bp,spot_open,spot_low,spot_close,index_low,index_close,filled_layers_proxy,capital_proxy_usd,qty_proxy_btc,entry_proxy,deepest_filled_bp,index_low_edge_proxy_bp,index_close_edge_proxy_bp,levels_json
2026-02-24 05:24:00,1771910640000,prev_completed_binance_index_close,62959.99608696,62953.5,62959.99608696,-1.0317800768333552,62953.51,62700.8,62715.52,62739.58369565,62739.58369565,1,2000,0.03189377784808902,62708.156102612156,40,5.011723353245401,5.011723353245401,"[{""offset_bp"":40,""limit_px"":62708.15610261216,""price_through"":true},{""offset_bp"":60,""limit_px"":62582.23611043824,""price_through"":false},{""offset_bp"":80,""limit_px"":62456.31611826432,""price_through"":false},{""offset_bp"":100,""limit_px"":62330.3961260904,""price_through"":false},{""offset_bp"":120,""limit_px"":62204.47613391648,""price_through"":false}]"
2026-02-24 13:32:00,1771939920000,prev_completed_binance_index_close,62919.91804348,62915.69,62919.91804348,-0.6719721848769122,62915.68,62510.28,62560.52,62673.21565217,62673.21565217,2,4000,0.06389239986523282,62605.25521716407,60,10.855388221036044,10.855388221036044,"[{""offset_bp"":40,""limit_px"":62668.23837130608,""price_through"":true},{""offset_bp"":60,""limit_px"":62542.39853521912,""price_through"":true},{""offset_bp"":80,""limit_px"":62416.55869913216,""price_through"":false},{""offset_bp"":100,""limit_px"":62290.7188630452,""price_through"":false},{""offset_bp"":120,""limit_px"":62164.87902695824,""price_through"":false}]"
2026-02-25 21:37:00,1772055420000,prev_completed_binance_index_close,69899.6373913,69869.48,69899.6373913,-4.314384512638103,69869.49,69616.58,69627.65,69651.31543478,69651.31543478,1,2000,0.02872736116316369,69620.0388417348,40,4.492469921812958,4.492469921812958,"[{""offset_bp"":40,""limit_px"":69620.0388417348,""price_through"":true},{""offset_bp"":60,""limit_px"":69480.2395669522,""price_through"":false},{""offset_bp"":80,""limit_px"":69340.4402921696,""price_through"":false},{""offset_bp"":100,""limit_px"":69200.641017387,""price_through"":false},{""offset_bp"":120,""limit_px"":69060.8417426044,""price_through"":false}]"
2026-02-25 22:40:00,1772059200000,prev_completed_binance_index_close,68682.25891304,68666.44,68682.25891304,-2.3032022083069315,68666.44,68268.53,68328.53,68328.3326087,68333.69369565,2,4000,0.0585319211502877,68338.77859107891,60,-1.5285585423485681,-0.7440717457563029,"[{""offset_bp"":40,""limit_px"":68407.52987738785,""price_through"":true},{""offset_bp"":60,""limit_px"":68270.16535956175,""price_through"":true},{""offset_bp"":80,""limit_px"":68132.80084173568,""price_through"":false},{""offset_bp"":100,""limit_px"":67995.4363239096,""price_through"":false},{""offset_bp"":120,""limit_px"":67858.07180608352,""price_through"":false}]"
2026-02-25 22:50:00,1772059800000,prev_completed_binance_index_close,68455.11782609,68451.14,68455.11782609,-0.5810852740206762,68451.15,68095.62,68118.39,68118.11717391,68118.11717391,1,2000,0.029333557406408316,68181.29735478564,40,-9.26649731331497,-9.26649731331497,"[{""offset_bp"":40,""limit_px"":68181.29735478564,""price_through"":true},{""offset_bp"":60,""limit_px"":68044.38711913346,""price_through"":false},{""offset_bp"":80,""limit_px"":67907.47688348129,""price_through"":false},{""offset_bp"":100,""limit_px"":67770.56664782911,""price_through"":false},{""offset_bp"":120,""limit_px"":67633.65641217692,""price_through"":false}]"
2026-02-26 14:30:00,1772116200000,prev_completed_binance_index_close,68116.955,68116.0,68116.955,-0.14020004270642872,68116.0,67738.43,67853.47,67775.02043478,67833.02652174,1,2000,0.02947918221702741,67844.48718,40,-10.239114201819888,-1.6892541658675153,"[{""offset_bp"":40,""limit_px"":67844.48718,""price_through"":true},{""offset_bp"":60,""limit_px"":67708.25327,""price_through"":false},{""offset_bp"":80,""limit_px"":67572.01936,""price_through"":false},{""offset_bp"":100,""limit_px"":67435.78545,""price_through"":false},{""offset_bp"":120,""limit_px"":67299.55154,""price_through"":false}]"
2026-02-26 14:45:00,1772117100000,prev_completed_binance_index_close,67810.73282609,67799.74,67810.73282609,-1.6211041573876983,67799.59,67413.33,67420.52,67478.03913043,67478.03913043,1,2000,0.029612305380387678,67539.48989478564,40,-9.09849399978735,-9.09849399978735,"[{""offset_bp"":40,""limit_px"":67539.48989478564,""price_through"":true},{""offset_bp"":60,""limit_px"":67403.86842913345,""price_through"":false},{""offset_bp"":80,""limit_px"":67268.24696348127,""price_through"":false},{""offset_bp"":100,""limit_px"":67132.6254978291,""price_through"":false},{""offset_bp"":120,""limit_px"":66997.00403217692,""price_through"":false}]"
2026-02-26 15:12:00,1772118720000,prev_completed_binance_index_close,67576.67869565,67588.82,67576.67869565,1.796670772278297,67588.82,67249.7,67253.84,67307.11695652,67309.36152174,1,2000,0.02971486860959498,67306.3719808674,40,0.11068426817084642,0.4441690711587398,"[{""offset_bp"":40,""limit_px"":67306.3719808674,""price_through"":true},{""offset_bp"":60,""limit_px"":67171.2186234761,""price_through"":false},{""offset_bp"":80,""limit_px"":67036.0652660848,""price_through"":false},{""offset_bp"":100,""limit_px"":66900.9119086935,""price_through"":false},{""offset_bp"":120,""limit_px"":66765.7585513022,""price_through"":false}]"
2026-02-26 15:34:00,1772120040000,prev_completed_binance_index_close,67057.18695652,67045.08,67057.18695652,-1.8054674031964257,67045.09,66761.16,66818.0,66801.51543478,66827.18782609,1,2000,0.029945069568994415,66788.95820869392,40,1.8801350437058773,5.723942762607681,"[{""offset_bp"":40,""limit_px"":66788.95820869392,""price_through"":true},{""offset_bp"":60,""limit_px"":66654.84383478088,""price_through"":false},{""offset_bp"":80,""limit_px"":66520.72946086785,""price_through"":false},{""offset_bp"":100,""limit_px"":66386.6150869548,""price_through"":false},{""offset_bp"":120,""limit_px"":66252.50071304177,""price_through"":false}]"
2026-02-26 16:50:00,1772124600000,prev_completed_binance_index_close,67016.50717391,67037.2,67016.50717391,3.087720766512536,67037.21,66618.27,66618.28,66665.38021739,66665.38021739,1,2000,0.02996324656704576,66748.44114521435,40,-12.443875302442509,-12.443875302442509,"[{""offset_bp"":40,""limit_px"":66748.44114521435,""price_through"":true},{""offset_bp"":60,""limit_px"":66614.40813086653,""price_through"":false},{""offset_bp"":80,""limit_px"":66480.37511651871,""price_through"":false},{""offset_bp"":100,""limit_px"":66346.3421021709,""price_through"":false},{""offset_bp"":120,""limit_px"":66212.30908782307,""price_through"":false}]"
2026-02-27 09:45:00,1772185500000,prev_completed_binance_index_close,67622.03108696,67609.71,67622.03108696,-1.8220521865364159,67609.7,67331.91,67366.99,67391.66434783,67397.215,1,2000,0.02969493959641325,67351.54296261216,40,5.957010552839481,6.781141957383774,"[{""offset_bp"":40,""limit_px"":67351.54296261216,""price_through"":true},{""offset_bp"":60,""limit_px"":67216.29890043824,""price_through"":false},{""offset_bp"":80,""limit_px"":67081.05483826433,""price_through"":false},{""offset_bp"":100,""limit_px"":66945.81077609041,""price_through"":false},{""offset_bp"":120,""limit_px"":66810.56671391649,""price_through"":false}]"
2026-02-27 22:34:00,1772231640000,prev_completed_binance_index_close,65420.84978261,65420.73,65420.84978261,-0.018309546634398544,65420.73,64914.46,64986.0,64968.4473913,64983.35913043,2,4000,0.06144989825843436,65093.67978409918,60,-19.238794490424873,-16.947982359437617,"[{""offset_bp"":40,""limit_px"":65159.16638347956,""price_through"":true},{""offset_bp"":60,""limit_px"":65028.32468391434,""price_through"":true},{""offset_bp"":80,""limit_px"":64897.48298434912,""price_through"":false},{""offset_bp"":100,""limit_px"":64766.6412847839,""price_through"":false},{""offset_bp"":120,""limit_px"":64635.79958521868,""price_through"":false}]"
2026-02-28 06:17:00,1772259420000,prev_completed_binance_index_close,65256.95,65249.32,65256.95,-1.1692241209548815,65249.32,64983.87,65006.5,65016.55543478,65016.55543478,1,2000,0.030771161209864336,64995.92219999999,40,3.17454296848263,3.17454296848263,"[{""offset_bp"":40,""limit_px"":64995.92219999999,""price_through"":true},{""offset_bp"":60,""limit_px"":64865.408299999996,""price_through"":false},{""offset_bp"":80,""limit_px"":64734.8944,""price_through"":false},{""offset_bp"":100,""limit_px"":64604.3805,""price_through"":false},{""offset_bp"":120,""limit_px"":64473.866599999994,""price_through"":false}]"
2026-02-28 06:18:00,1772259480000,prev_completed_binance_index_close,65016.55543478,65006.5,65016.55543478,-1.546596049691873,65006.5,64501.11,64815.44,64570.28086957,64787.95195652,2,4000,0.06183201395765093,64691.407314334305,60,-18.723730058267662,14.92387415790608,"[{""offset_bp"":40,""limit_px"":64756.48921304088,""price_through"":true},{""offset_bp"":60,""limit_px"":64626.456102171316,""price_through"":true},{""offset_bp"":80,""limit_px"":64496.422991301755,""price_through"":false},{""offset_bp"":100,""limit_px"":64366.3898804322,""price_through"":false},{""offset_bp"":120,""limit_px"":64236.35676956264,""price_through"":false}]"
