start_utc,end_utc,minutes,max_layers,max_capital_proxy_usd,worst_spot_low,min_index_low_edge_proxy_bp,max_index_close_edge_proxy_bp
2026-01-31 17:20:00,2026-01-31 17:20:00,1,1,2000,78637.54,-2.0577027289525596,23.59183433628509
2026-01-31 17:33:00,2026-01-31 17:33:00,1,1,2000,78506.66,-8.19049439646724,-8.19049439646724
2026-01-31 18:37:00,2026-01-31 18:38:00,2,2,4000,77446.97,-1.188863057971501,26.322378507774857
2026-01-31 18:40:00,2026-01-31 18:40:00,1,1,2000,77166.11,-2.9938604236379174,-0.20131039020654384
2026-01-31 18:43:00,2026-01-31 18:44:00,2,5,10000,75719.9,-92.95511304990178,210.84787915698345
2026-01-31 19:01:00,2026-01-31 19:01:00,1,1,2000,77794.21,-6.582310876656061,4.427120936218998
2026-02-01 15:16:00,2026-02-01 15:16:00,1,1,2000,77347.8,6.683537171643383,6.683537171643383
2026-02-01 15:25:00,2026-02-01 15:25:00,1,1,2000,77089.99,-0.19875169184557784,2.7039546009488546
2026-02-01 21:45:00,2026-02-01 21:45:00,1,1,2000,76453.44,-2.6916780555985564,9.30719323871898
2026-02-01 23:05:00,2026-02-01 23:06:00,2,2,4000,76131.01,-9.660682562913081,-1.059533285187042
2026-02-01 23:27:00,2026-02-01 23:28:00,2,1,2000,76367.9,20.328558609137293,28.44698462016515
